,age,job,education,contact,month,duration,campaign,prev_contact,previous,poutcome,emp_var_rate,cons_conf_idx,deposit_approve
2737,38,admin.,university.degree,0,may,126,3,0,0,nonexistent,1.1,-36.4,0
2738,35,technician,professional.course,0,may,554,1,0,0,nonexistent,1.1,-36.4,0
2739,36,technician,professional.course,0,may,246,4,0,0,nonexistent,1.1,-36.4,0
2740,44,blue-collar,basic.4y,0,may,141,2,0,0,nonexistent,1.1,-36.4,0
2741,35,technician,professional.course,0,may,427,1,0,0,nonexistent,1.1,-36.4,0
2742,42,blue-collar,basic.4y,0,may,97,5,0,0,nonexistent,1.1,-36.4,0
2743,35,technician,professional.course,0,may,402,1,0,0,nonexistent,1.1,-36.4,0
2744,54,self-employed,professional.course,0,may,252,2,0,0,nonexistent,1.1,-36.4,0
2745,36,blue-collar,basic.9y,0,may,360,2,0,0,nonexistent,1.1,-36.4,0
2746,26,student,high.school,0,may,852,2,0,0,nonexistent,1.1,-36.4,0
2747,27,blue-collar,basic.9y,0,may,241,2,0,0,nonexistent,1.1,-36.4,0
2748,44,blue-collar,basic.6y,0,may,133,4,0,0,nonexistent,1.1,-36.4,0
2749,53,retired,high.school,0,may,574,2,0,0,nonexistent,1.1,-36.4,0
2750,46,blue-collar,basic.9y,0,may,274,2,0,0,nonexistent,1.1,-36.4,0
2751,49,blue-collar,basic.4y,0,may,154,2,0,0,nonexistent,1.1,-36.4,0
2752,33,admin.,university.degree,0,may,122,4,0,0,nonexistent,1.1,-36.4,0
2753,29,admin.,high.school,0,may,167,3,0,0,nonexistent,1.1,-36.4,0
2754,51,self-employed,basic.4y,0,may,91,7,0,0,nonexistent,1.1,-36.4,0
2755,55,admin.,high.school,0,may,133,4,0,0,nonexistent,1.1,-36.4,0
2756,41,admin.,high.school,0,may,594,2,0,0,nonexistent,1.1,-36.4,0
2757,39,blue-collar,basic.9y,0,may,86,2,0,0,nonexistent,1.1,-36.4,0
2758,49,management,university.degree,0,may,166,3,0,0,nonexistent,1.1,-36.4,0
2759,30,admin.,university.degree,0,may,303,4,0,0,nonexistent,1.1,-36.4,0
2760,31,services,high.school,0,may,636,6,0,0,nonexistent,1.1,-36.4,0
2761,59,blue-collar,basic.4y,0,may,341,5,0,0,nonexistent,1.1,-36.4,0
2762,33,blue-collar,high.school,0,may,483,3,0,0,nonexistent,1.1,-36.4,0
2763,44,blue-collar,basic.4y,0,may,234,2,0,0,nonexistent,1.1,-36.4,0
2764,28,services,high.school,0,may,211,3,0,0,nonexistent,1.1,-36.4,0
2765,26,blue-collar,basic.9y,0,may,738,2,0,0,nonexistent,1.1,-36.4,0
2766,28,blue-collar,basic.6y,0,may,482,2,0,0,nonexistent,1.1,-36.4,0
2767,32,technician,high.school,0,may,238,2,0,0,nonexistent,1.1,-36.4,0
2768,47,services,high.school,0,may,370,2,0,0,nonexistent,1.1,-36.4,0
2769,33,blue-collar,basic.9y,0,may,76,2,0,0,nonexistent,1.1,-36.4,0
2770,28,student,university.degree,0,may,225,2,0,0,nonexistent,1.1,-36.4,0
2771,51,blue-collar,basic.9y,0,may,256,2,0,0,nonexistent,1.1,-36.4,0
2772,37,housemaid,university.degree,0,may,567,3,0,0,nonexistent,1.1,-36.4,0
2773,37,blue-collar,basic.4y,0,may,147,3,0,0,nonexistent,1.1,-36.4,0
2774,34,blue-collar,basic.4y,0,may,135,2,0,0,nonexistent,1.1,-36.4,0
2775,31,blue-collar,basic.9y,0,may,582,2,0,0,nonexistent,1.1,-36.4,0
2776,38,self-employed,university.degree,0,may,270,2,0,0,nonexistent,1.1,-36.4,0
2777,33,management,high.school,0,may,52,4,0,0,nonexistent,1.1,-36.4,0
2778,41,admin.,high.school,0,may,254,2,0,0,nonexistent,1.1,-36.4,0
2779,38,blue-collar,basic.4y,0,may,76,9,0,0,nonexistent,1.1,-36.4,0
2780,46,admin.,high.school,0,may,79,3,0,0,nonexistent,1.1,-36.4,0
2781,59,retired,professional.course,0,may,208,5,0,0,nonexistent,1.1,-36.4,0
2782,44,management,university.degree,0,may,245,7,0,0,nonexistent,1.1,-36.4,0
2783,34,technician,professional.course,0,may,187,4,0,0,nonexistent,1.1,-36.4,0
2784,51,blue-collar,basic.6y,0,may,271,2,0,0,nonexistent,1.1,-36.4,0
2785,36,services,high.school,0,may,166,5,0,0,nonexistent,1.1,-36.4,0
2786,58,retired,basic.9y,0,may,256,4,0,0,nonexistent,1.1,-36.4,0
2787,39,entrepreneur,high.school,0,may,173,7,0,0,nonexistent,1.1,-36.4,0
2788,42,blue-collar,basic.4y,0,may,367,3,0,0,nonexistent,1.1,-36.4,0
2789,46,blue-collar,basic.9y,0,may,227,4,0,0,nonexistent,1.1,-36.4,0
2790,46,admin.,university.degree,0,may,276,4,0,0,nonexistent,1.1,-36.4,0
2791,41,admin.,university.degree,0,may,349,2,0,0,nonexistent,1.1,-36.4,0
2792,36,admin.,university.degree,0,may,856,2,0,0,nonexistent,1.1,-36.4,0
2793,60,retired,high.school,0,may,278,2,0,0,nonexistent,1.1,-36.4,0
2794,43,technician,basic.9y,0,may,143,3,0,0,nonexistent,1.1,-36.4,0
2795,30,services,high.school,0,may,249,2,0,0,nonexistent,1.1,-36.4,0
2796,43,admin.,university.degree,0,may,37,3,0,0,nonexistent,1.1,-36.4,0
2797,37,admin.,high.school,0,may,260,3,0,0,nonexistent,1.1,-36.4,0
2798,52,self-employed,basic.4y,0,may,323,7,0,0,nonexistent,1.1,-36.4,0
2799,41,admin.,university.degree,0,may,187,3,0,0,nonexistent,1.1,-36.4,0
2800,39,services,high.school,0,may,364,3,0,0,nonexistent,1.1,-36.4,0
2801,29,unemployed,university.degree,0,may,211,2,0,0,nonexistent,1.1,-36.4,0
2802,29,admin.,university.degree,0,may,266,2,0,0,nonexistent,1.1,-36.4,0
2803,55,technician,professional.course,0,may,806,2,0,0,nonexistent,1.1,-36.4,0
2804,33,blue-collar,basic.9y,0,may,159,2,0,0,nonexistent,1.1,-36.4,0
2805,41,self-employed,university.degree,0,may,318,2,0,0,nonexistent,1.1,-36.4,0
2806,53,retired,professional.course,0,may,104,3,0,0,nonexistent,1.1,-36.4,0
2807,43,technician,professional.course,0,may,747,3,0,0,nonexistent,1.1,-36.4,0
2808,51,services,basic.4y,0,may,95,4,0,0,nonexistent,1.1,-36.4,0
2809,31,blue-collar,basic.6y,0,may,176,2,0,0,nonexistent,1.1,-36.4,0
2810,45,blue-collar,basic.4y,0,may,179,2,0,0,nonexistent,1.1,-36.4,0
2811,40,management,university.degree,0,may,319,5,0,0,nonexistent,1.1,-36.4,0
2812,30,blue-collar,basic.9y,0,may,114,2,0,0,nonexistent,1.1,-36.4,0
2813,56,services,high.school,0,may,311,5,0,0,nonexistent,1.1,-36.4,0
2814,29,admin.,high.school,0,may,362,3,0,0,nonexistent,1.1,-36.4,0
2815,30,services,high.school,0,may,86,4,0,0,nonexistent,1.1,-36.4,0
2816,36,blue-collar,basic.9y,0,may,90,2,0,0,nonexistent,1.1,-36.4,0
2817,32,admin.,basic.9y,0,may,44,3,0,0,nonexistent,1.1,-36.4,0
2818,41,admin.,basic.6y,0,may,1013,3,0,0,nonexistent,1.1,-36.4,0
2819,45,blue-collar,basic.9y,0,may,90,3,0,0,nonexistent,1.1,-36.4,0
2820,40,blue-collar,high.school,0,may,155,6,0,0,nonexistent,1.1,-36.4,0
2821,34,admin.,university.degree,0,may,468,5,0,0,nonexistent,1.1,-36.4,0
2822,45,admin.,basic.6y,0,may,226,2,0,0,nonexistent,1.1,-36.4,0
2823,31,admin.,high.school,0,may,349,2,0,0,nonexistent,1.1,-36.4,0
2824,35,housemaid,basic.4y,0,may,646,3,0,0,nonexistent,1.1,-36.4,1
2825,58,blue-collar,basic.4y,0,may,148,3,0,0,nonexistent,1.1,-36.4,0
2826,48,admin.,basic.9y,0,may,517,3,0,0,nonexistent,1.1,-36.4,0
2827,38,management,basic.6y,0,may,243,1,0,0,nonexistent,1.1,-36.4,0
2828,39,admin.,university.degree,0,may,391,2,0,0,nonexistent,1.1,-36.4,0
2829,38,blue-collar,basic.6y,0,may,204,1,0,0,nonexistent,1.1,-36.4,0
2830,49,blue-collar,basic.4y,0,may,236,4,0,0,nonexistent,1.1,-36.4,0
2831,37,services,professional.course,0,may,125,4,0,0,nonexistent,1.1,-36.4,0
2832,48,technician,university.degree,0,may,360,1,0,0,nonexistent,1.1,-36.4,0
2833,37,admin.,basic.9y,0,may,312,6,0,0,nonexistent,1.1,-36.4,0
2834,30,technician,professional.course,0,may,366,1,0,0,nonexistent,1.1,-36.4,0
2835,32,admin.,university.degree,0,may,70,1,0,0,nonexistent,1.1,-36.4,0
2836,30,entrepreneur,university.degree,0,may,230,1,0,0,nonexistent,1.1,-36.4,0
2837,39,unemployed,high.school,0,may,135,1,0,0,nonexistent,1.1,-36.4,0
2838,56,blue-collar,basic.4y,0,may,12,3,0,0,nonexistent,1.1,-36.4,0
2839,37,self-employed,basic.9y,0,may,65,1,0,0,nonexistent,1.1,-36.4,0
2840,37,admin.,high.school,0,may,420,1,0,0,nonexistent,1.1,-36.4,0
2841,41,blue-collar,basic.6y,0,may,259,1,0,0,nonexistent,1.1,-36.4,0
2842,42,technician,basic.9y,0,may,192,1,0,0,nonexistent,1.1,-36.4,0
2843,52,entrepreneur,university.degree,0,may,189,1,0,0,nonexistent,1.1,-36.4,0
2844,42,technician,basic.9y,0,may,263,1,0,0,nonexistent,1.1,-36.4,0
2845,58,management,university.degree,0,may,415,7,0,0,nonexistent,1.1,-36.4,0
2846,32,services,basic.9y,0,may,746,1,0,0,nonexistent,1.1,-36.4,1
2847,26,technician,professional.course,0,may,260,1,0,0,nonexistent,1.1,-36.4,0
2848,28,services,basic.9y,0,may,71,1,0,0,nonexistent,1.1,-36.4,0
2849,31,services,high.school,0,may,183,5,0,0,nonexistent,1.1,-36.4,0
2850,27,admin.,high.school,0,may,75,1,0,0,nonexistent,1.1,-36.4,0
2851,37,blue-collar,basic.9y,0,may,87,1,0,0,nonexistent,1.1,-36.4,0
2852,32,admin.,university.degree,0,may,62,1,0,0,nonexistent,1.1,-36.4,0
2853,33,admin.,university.degree,0,may,139,2,0,0,nonexistent,1.1,-36.4,0
2854,35,technician,professional.course,0,may,150,1,0,0,nonexistent,1.1,-36.4,0
2855,32,housemaid,basic.4y,0,may,244,1,0,0,nonexistent,1.1,-36.4,0
2856,32,housemaid,basic.4y,0,may,325,1,0,0,nonexistent,1.1,-36.4,0
2857,31,entrepreneur,basic.9y,0,may,183,1,0,0,nonexistent,1.1,-36.4,0
2858,38,technician,professional.course,0,may,121,1,0,0,nonexistent,1.1,-36.4,0
2859,40,admin.,professional.course,0,may,27,1,0,0,nonexistent,1.1,-36.4,0
2860,42,unemployed,high.school,0,may,157,1,0,0,nonexistent,1.1,-36.4,0
2861,45,housemaid,basic.6y,0,may,203,1,0,0,nonexistent,1.1,-36.4,0
2862,40,services,high.school,0,may,153,1,0,0,nonexistent,1.1,-36.4,0
2863,44,blue-collar,high.school,0,may,182,2,0,0,nonexistent,1.1,-36.4,0
2864,31,admin.,high.school,0,may,55,1,0,0,nonexistent,1.1,-36.4,0
2865,30,blue-collar,basic.9y,0,may,644,2,0,0,nonexistent,1.1,-36.4,0
2866,33,blue-collar,basic.6y,0,may,305,1,0,0,nonexistent,1.1,-36.4,0
2867,28,blue-collar,basic.9y,0,may,140,1,0,0,nonexistent,1.1,-36.4,0
2868,36,technician,professional.course,0,may,180,2,0,0,nonexistent,1.1,-36.4,0
2869,49,services,basic.6y,0,may,173,1,0,0,nonexistent,1.1,-36.4,0
2870,31,technician,professional.course,0,may,374,1,0,0,nonexistent,1.1,-36.4,0
2871,45,admin.,basic.6y,0,may,240,1,0,0,nonexistent,1.1,-36.4,0
2872,29,services,high.school,0,may,558,6,0,0,nonexistent,1.1,-36.4,0
2873,45,blue-collar,basic.4y,0,may,219,1,0,0,nonexistent,1.1,-36.4,0
2874,30,blue-collar,basic.4y,0,may,41,1,0,0,nonexistent,1.1,-36.4,0
2875,38,technician,professional.course,0,may,436,1,0,0,nonexistent,1.1,-36.4,0
2876,33,admin.,university.degree,0,may,463,1,0,0,nonexistent,1.1,-36.4,0
2877,46,blue-collar,basic.9y,0,may,265,1,0,0,nonexistent,1.1,-36.4,0
2878,41,entrepreneur,university.degree,0,may,234,1,0,0,nonexistent,1.1,-36.4,0
2879,44,blue-collar,basic.4y,0,may,113,1,0,0,nonexistent,1.1,-36.4,0
2880,32,blue-collar,high.school,0,may,200,1,0,0,nonexistent,1.1,-36.4,0
2881,46,housemaid,basic.4y,0,may,158,1,0,0,nonexistent,1.1,-36.4,0
2882,35,blue-collar,basic.9y,0,may,34,1,0,0,nonexistent,1.1,-36.4,0
2883,44,technician,professional.course,0,may,160,1,0,0,nonexistent,1.1,-36.4,0
2884,35,technician,professional.course,0,may,504,3,0,0,nonexistent,1.1,-36.4,0
2885,39,services,high.school,0,may,206,1,0,0,nonexistent,1.1,-36.4,0
2886,52,blue-collar,basic.4y,0,may,36,1,0,0,nonexistent,1.1,-36.4,0
2887,44,blue-collar,basic.4y,0,may,139,2,0,0,nonexistent,1.1,-36.4,0
2888,33,services,high.school,0,may,109,1,0,0,nonexistent,1.1,-36.4,0
2889,41,technician,university.degree,0,may,90,1,0,0,nonexistent,1.1,-36.4,0
2890,33,admin.,university.degree,0,may,134,1,0,0,nonexistent,1.1,-36.4,0
2891,46,admin.,high.school,0,may,257,1,0,0,nonexistent,1.1,-36.4,0
2892,38,blue-collar,basic.4y,0,may,241,2,0,0,nonexistent,1.1,-36.4,0
2893,57,retired,basic.4y,0,may,171,10,0,0,nonexistent,1.1,-36.4,0
2894,26,admin.,high.school,0,may,326,4,0,0,nonexistent,1.1,-36.4,0
2895,41,technician,basic.9y,0,may,347,1,0,0,nonexistent,1.1,-36.4,0
2896,53,retired,basic.4y,0,may,116,1,0,0,nonexistent,1.1,-36.4,0
2897,56,technician,professional.course,0,may,191,1,0,0,nonexistent,1.1,-36.4,0
2898,41,management,high.school,0,may,77,1,0,0,nonexistent,1.1,-36.4,0
2899,49,blue-collar,basic.9y,0,may,1036,1,0,0,nonexistent,1.1,-36.4,0
2900,31,admin.,high.school,0,may,303,1,0,0,nonexistent,1.1,-36.4,0
2901,37,self-employed,professional.course,0,may,80,1,0,0,nonexistent,1.1,-36.4,0
2902,40,blue-collar,basic.6y,0,may,322,1,0,0,nonexistent,1.1,-36.4,0
2903,43,blue-collar,basic.4y,0,may,111,1,0,0,nonexistent,1.1,-36.4,0
2904,48,self-employed,university.degree,0,may,750,2,0,0,nonexistent,1.1,-36.4,0
2905,45,admin.,high.school,0,may,695,1,0,0,nonexistent,1.1,-36.4,1
2906,49,technician,high.school,0,may,435,1,0,0,nonexistent,1.1,-36.4,0
2907,52,blue-collar,basic.9y,0,may,397,1,0,0,nonexistent,1.1,-36.4,0
2908,35,blue-collar,basic.9y,0,may,95,3,0,0,nonexistent,1.1,-36.4,0
2909,52,technician,basic.9y,0,may,208,2,0,0,nonexistent,1.1,-36.4,0
2910,59,retired,basic.4y,0,may,163,1,0,0,nonexistent,1.1,-36.4,0
2911,34,admin.,high.school,0,may,168,5,0,0,nonexistent,1.1,-36.4,0
2912,33,admin.,high.school,0,may,161,3,0,0,nonexistent,1.1,-36.4,0
2913,34,services,basic.6y,0,may,1000,1,0,0,nonexistent,1.1,-36.4,0
2914,33,blue-collar,basic.6y,0,may,112,1,0,0,nonexistent,1.1,-36.4,0
2915,46,blue-collar,basic.4y,0,may,599,2,0,0,nonexistent,1.1,-36.4,0
2916,37,technician,university.degree,0,may,30,1,0,0,nonexistent,1.1,-36.4,0
2917,35,entrepreneur,basic.9y,0,may,165,1,0,0,nonexistent,1.1,-36.4,0
2918,41,admin.,university.degree,0,may,55,1,0,0,nonexistent,1.1,-36.4,0
2919,39,blue-collar,basic.6y,0,may,231,1,0,0,nonexistent,1.1,-36.4,0
2920,52,blue-collar,basic.4y,0,may,191,1,0,0,nonexistent,1.1,-36.4,0
2921,46,entrepreneur,university.degree,0,may,127,1,0,0,nonexistent,1.1,-36.4,0
2922,41,services,basic.9y,0,may,75,1,0,0,nonexistent,1.1,-36.4,0
2923,54,admin.,university.degree,0,may,202,3,0,0,nonexistent,1.1,-36.4,0
2924,48,admin.,high.school,0,may,221,1,0,0,nonexistent,1.1,-36.4,0
2925,59,admin.,high.school,0,may,285,1,0,0,nonexistent,1.1,-36.4,0
2926,42,blue-collar,basic.4y,0,may,106,1,0,0,nonexistent,1.1,-36.4,0
2927,40,housemaid,university.degree,0,may,71,2,0,0,nonexistent,1.1,-36.4,0
2928,50,admin.,high.school,0,may,290,3,0,0,nonexistent,1.1,-36.4,0
2929,45,blue-collar,basic.4y,0,may,164,1,0,0,nonexistent,1.1,-36.4,0
2930,42,self-employed,university.degree,0,may,207,1,0,0,nonexistent,1.1,-36.4,0
2931,36,services,high.school,0,may,295,2,0,0,nonexistent,1.1,-36.4,0
2932,41,blue-collar,basic.9y,0,may,187,1,0,0,nonexistent,1.1,-36.4,0
2933,47,blue-collar,basic.4y,0,may,106,1,0,0,nonexistent,1.1,-36.4,0
2934,45,blue-collar,basic.4y,0,may,219,1,0,0,nonexistent,1.1,-36.4,0
2935,44,blue-collar,basic.6y,0,may,236,1,0,0,nonexistent,1.1,-36.4,0
2936,34,blue-collar,basic.9y,0,may,139,1,0,0,nonexistent,1.1,-36.4,0
2937,45,admin.,basic.6y,0,may,124,1,0,0,nonexistent,1.1,-36.4,0
2938,48,technician,professional.course,0,may,145,4,0,0,nonexistent,1.1,-36.4,0
2939,31,blue-collar,high.school,0,may,120,1,0,0,nonexistent,1.1,-36.4,0
2940,45,self-employed,basic.6y,0,may,734,1,0,0,nonexistent,1.1,-36.4,1
2941,36,services,high.school,0,may,291,2,0,0,nonexistent,1.1,-36.4,0
2942,40,unemployed,high.school,0,may,101,1,0,0,nonexistent,1.1,-36.4,0
2943,34,blue-collar,basic.9y,0,may,417,3,0,0,nonexistent,1.1,-36.4,0
2944,33,technician,professional.course,0,may,191,4,0,0,nonexistent,1.1,-36.4,0
2945,40,admin.,high.school,0,may,131,1,0,0,nonexistent,1.1,-36.4,0
2946,55,blue-collar,basic.9y,0,may,97,1,0,0,nonexistent,1.1,-36.4,0
2947,30,management,university.degree,0,may,221,2,0,0,nonexistent,1.1,-36.4,0
2948,38,admin.,basic.6y,0,may,229,1,0,0,nonexistent,1.1,-36.4,0
2949,36,blue-collar,basic.9y,0,may,104,1,0,0,nonexistent,1.1,-36.4,0
2950,34,admin.,high.school,0,may,122,1,0,0,nonexistent,1.1,-36.4,0
2951,55,technician,professional.course,0,may,72,1,0,0,nonexistent,1.1,-36.4,0
2952,34,admin.,high.school,0,may,186,1,0,0,nonexistent,1.1,-36.4,0
2953,34,blue-collar,basic.4y,0,may,23,1,0,0,nonexistent,1.1,-36.4,0
2954,33,services,basic.4y,0,may,402,1,0,0,nonexistent,1.1,-36.4,0
2955,43,unemployed,university.degree,0,may,37,1,0,0,nonexistent,1.1,-36.4,0
2956,46,admin.,university.degree,0,may,68,5,0,0,nonexistent,1.1,-36.4,0
2957,48,blue-collar,basic.6y,0,may,182,1,0,0,nonexistent,1.1,-36.4,0
2958,50,management,university.degree,0,may,587,1,0,0,nonexistent,1.1,-36.4,0
2959,48,entrepreneur,basic.4y,0,may,348,1,0,0,nonexistent,1.1,-36.4,0
2960,39,admin.,high.school,0,may,51,2,0,0,nonexistent,1.1,-36.4,0
2961,27,services,high.school,0,may,144,2,0,0,nonexistent,1.1,-36.4,0
2962,31,services,basic.6y,0,may,297,3,0,0,nonexistent,1.1,-36.4,0
2963,55,blue-collar,basic.9y,0,may,203,2,0,0,nonexistent,1.1,-36.4,0
2964,35,services,high.school,0,may,334,3,0,0,nonexistent,1.1,-36.4,0
2965,53,retired,basic.4y,0,may,217,2,0,0,nonexistent,1.1,-36.4,0
2966,41,blue-collar,basic.9y,0,may,74,1,0,0,nonexistent,1.1,-36.4,0
2967,36,blue-collar,basic.4y,0,may,464,2,0,0,nonexistent,1.1,-36.4,0
2968,36,technician,university.degree,0,may,738,7,0,0,nonexistent,1.1,-36.4,0
2969,46,management,basic.9y,0,may,126,1,0,0,nonexistent,1.1,-36.4,0
2970,57,technician,basic.4y,0,may,452,2,0,0,nonexistent,1.1,-36.4,0
2971,53,services,high.school,0,may,203,4,0,0,nonexistent,1.1,-36.4,0
2972,48,blue-collar,basic.9y,0,may,187,4,0,0,nonexistent,1.1,-36.4,0
2973,49,blue-collar,basic.4y,0,may,920,2,0,0,nonexistent,1.1,-36.4,1
2974,58,self-employed,university.degree,0,may,136,1,0,0,nonexistent,1.1,-36.4,0
2975,34,admin.,high.school,0,may,80,1,0,0,nonexistent,1.1,-36.4,0
2976,42,admin.,university.degree,0,may,431,1,0,0,nonexistent,1.1,-36.4,0
2977,41,blue-collar,basic.9y,0,may,500,1,0,0,nonexistent,1.1,-36.4,1
2978,55,retired,professional.course,0,may,301,1,0,0,nonexistent,1.1,-36.4,0
2979,43,blue-collar,basic.4y,0,may,115,3,0,0,nonexistent,1.1,-36.4,0
2980,37,admin.,high.school,0,may,133,1,0,0,nonexistent,1.1,-36.4,0
2981,46,blue-collar,basic.4y,0,may,218,2,0,0,nonexistent,1.1,-36.4,0
2982,52,technician,high.school,0,may,355,1,0,0,nonexistent,1.1,-36.4,0
2983,53,unemployed,basic.9y,0,may,215,2,0,0,nonexistent,1.1,-36.4,0
2984,40,admin.,high.school,0,may,299,1,0,0,nonexistent,1.1,-36.4,0
2985,55,blue-collar,basic.9y,0,may,172,4,0,0,nonexistent,1.1,-36.4,0
2986,54,management,university.degree,0,may,49,1,0,0,nonexistent,1.1,-36.4,0
2987,32,housemaid,basic.4y,0,may,117,1,0,0,nonexistent,1.1,-36.4,0
2988,36,admin.,university.degree,0,may,155,1,0,0,nonexistent,1.1,-36.4,0
2989,32,housemaid,basic.4y,0,may,477,1,0,0,nonexistent,1.1,-36.4,0
2990,35,blue-collar,professional.course,0,may,99,1,0,0,nonexistent,1.1,-36.4,0
2991,44,services,high.school,0,may,188,1,0,0,nonexistent,1.1,-36.4,0
2992,37,services,high.school,0,may,200,3,0,0,nonexistent,1.1,-36.4,0
2993,38,blue-collar,basic.4y,0,may,187,2,0,0,nonexistent,1.1,-36.4,0
2994,50,blue-collar,basic.9y,0,may,236,3,0,0,nonexistent,1.1,-36.4,0
2995,38,blue-collar,basic.6y,0,may,50,7,0,0,nonexistent,1.1,-36.4,0
2996,49,self-employed,professional.course,0,may,104,2,0,0,nonexistent,1.1,-36.4,0
2997,37,admin.,high.school,0,may,51,10,0,0,nonexistent,1.1,-36.4,0
2998,36,blue-collar,basic.9y,0,may,140,3,0,0,nonexistent,1.1,-36.4,0
2999,47,blue-collar,basic.9y,0,may,221,4,0,0,nonexistent,1.1,-36.4,0
3000,33,blue-collar,basic.4y,0,may,98,2,0,0,nonexistent,1.1,-36.4,0
3001,31,services,high.school,0,may,253,2,0,0,nonexistent,1.1,-36.4,0
3002,45,entrepreneur,university.degree,0,may,71,1,0,0,nonexistent,1.1,-36.4,0
3003,36,blue-collar,basic.9y,0,may,127,2,0,0,nonexistent,1.1,-36.4,0
3004,49,self-employed,basic.9y,0,may,74,2,0,0,nonexistent,1.1,-36.4,0
3005,39,services,professional.course,0,may,126,4,0,0,nonexistent,1.1,-36.4,0
3006,34,housemaid,basic.6y,0,may,122,1,0,0,nonexistent,1.1,-36.4,0
3007,39,technician,professional.course,0,may,173,2,0,0,nonexistent,1.1,-36.4,0
3008,26,admin.,high.school,0,may,918,1,0,0,nonexistent,1.1,-36.4,0
3009,36,blue-collar,basic.4y,0,may,544,2,0,0,nonexistent,1.1,-36.4,0
3010,31,admin.,university.degree,0,may,309,2,0,0,nonexistent,1.1,-36.4,0
3011,54,blue-collar,basic.4y,0,may,138,2,0,0,nonexistent,1.1,-36.4,0
3012,39,admin.,university.degree,0,may,73,1,0,0,nonexistent,1.1,-36.4,0
3013,32,admin.,university.degree,0,may,71,2,0,0,nonexistent,1.1,-36.4,0
3014,43,technician,professional.course,0,may,193,5,0,0,nonexistent,1.1,-36.4,0
3015,53,blue-collar,basic.4y,0,may,198,3,0,0,nonexistent,1.1,-36.4,0
3016,28,admin.,high.school,0,may,243,4,0,0,nonexistent,1.1,-36.4,0
3017,50,blue-collar,basic.9y,0,may,57,2,0,0,nonexistent,1.1,-36.4,0
3018,44,admin.,university.degree,0,may,49,1,0,0,nonexistent,1.1,-36.4,0
3019,45,housemaid,university.degree,0,may,105,1,0,0,nonexistent,1.1,-36.4,0
3020,35,unemployed,basic.4y,0,may,98,1,0,0,nonexistent,1.1,-36.4,0
3021,31,housemaid,basic.4y,0,may,196,2,0,0,nonexistent,1.1,-36.4,0
3022,47,management,university.degree,0,may,243,1,0,0,nonexistent,1.1,-36.4,0
3023,39,admin.,high.school,0,may,344,2,0,0,nonexistent,1.1,-36.4,0
3024,35,admin.,university.degree,0,may,135,1,0,0,nonexistent,1.1,-36.4,0
3025,24,student,high.school,0,may,597,1,0,0,nonexistent,1.1,-36.4,0
3026,31,entrepreneur,high.school,0,may,168,1,0,0,nonexistent,1.1,-36.4,0
3027,39,entrepreneur,university.degree,0,may,43,9,0,0,nonexistent,1.1,-36.4,0
3028,45,blue-collar,basic.9y,0,may,525,1,0,0,nonexistent,1.1,-36.4,0
3029,39,blue-collar,basic.4y,0,may,122,6,0,0,nonexistent,1.1,-36.4,0
3030,60,management,university.degree,0,may,152,2,0,0,nonexistent,1.1,-36.4,0
3031,45,admin.,basic.9y,0,may,111,2,0,0,nonexistent,1.1,-36.4,0
3032,35,technician,university.degree,0,may,133,2,0,0,nonexistent,1.1,-36.4,0
3033,53,retired,high.school,0,may,504,5,0,0,nonexistent,1.1,-36.4,0
3034,54,blue-collar,basic.4y,0,may,192,3,0,0,nonexistent,1.1,-36.4,0
3035,36,services,basic.6y,0,may,164,2,0,0,nonexistent,1.1,-36.4,0
3036,39,services,basic.9y,0,may,51,1,0,0,nonexistent,1.1,-36.4,0
3037,48,admin.,professional.course,0,may,178,1,0,0,nonexistent,1.1,-36.4,0
3038,32,admin.,university.degree,0,may,99,2,0,0,nonexistent,1.1,-36.4,0
3039,36,blue-collar,professional.course,0,may,224,1,0,0,nonexistent,1.1,-36.4,0
3040,42,admin.,university.degree,0,may,236,3,0,0,nonexistent,1.1,-36.4,0
3041,36,blue-collar,basic.9y,0,may,815,1,0,0,nonexistent,1.1,-36.4,0
3042,49,blue-collar,basic.4y,0,may,282,1,0,0,nonexistent,1.1,-36.4,0
3043,38,admin.,high.school,0,may,134,1,0,0,nonexistent,1.1,-36.4,0
3044,34,management,university.degree,0,may,118,1,0,0,nonexistent,1.1,-36.4,0
3045,30,admin.,university.degree,0,may,911,2,0,0,nonexistent,1.1,-36.4,1
3046,36,technician,professional.course,0,may,238,1,0,0,nonexistent,1.1,-36.4,0
3047,48,admin.,university.degree,0,may,225,1,0,0,nonexistent,1.1,-36.4,0
3048,32,management,basic.6y,0,may,490,3,0,0,nonexistent,1.1,-36.4,0
3049,51,admin.,high.school,0,may,89,1,0,0,nonexistent,1.1,-36.4,0
3050,47,blue-collar,basic.4y,0,may,199,1,0,0,nonexistent,1.1,-36.4,0
3051,43,technician,professional.course,0,may,644,1,0,0,nonexistent,1.1,-36.4,0
3052,29,services,high.school,0,may,286,2,0,0,nonexistent,1.1,-36.4,0
3053,38,blue-collar,basic.6y,0,may,176,2,0,0,nonexistent,1.1,-36.4,0
3054,59,retired,professional.course,0,may,422,3,0,0,nonexistent,1.1,-36.4,0
3055,29,admin.,university.degree,0,may,22,3,0,0,nonexistent,1.1,-36.4,0
3056,35,unemployed,basic.4y,0,may,71,4,0,0,nonexistent,1.1,-36.4,0
